faculty_id,faculty_name,department,rating,tag_boring,tag_chill,tag_engaging,tag_fast-paced,tag_good-notes,tag_helpful,tag_lenient-grading,tag_project-based,tag_strict,tag_theory-heavy,tag_tough-grader
240.0,Dr. Zoe Reddy,SCOPE,4.8,0,0,1,0,1,0,1,0,0,0,0
241.0,Dr. Kabir Rao,SENSE,3.6,0,0,0,0,0,0,0,0,1,0,1
242.0,Dr. Anika Nair,SCOPE,4.2,0,1,0,0,0,1,0,0,0,0,0
243.0,Dr. Ayaan Menon,SELECT,3.3,1,0,0,1,0,0,0,0,0,0,0
244.0,Dr. Navya Iyer,SCOPE,4.5,0,0,1,0,0,0,0,1,0,0,0
245.0,Dr. Krish Pillai,SENSE,3.8,0,0,0,0,0,0,0,0,1,1,0
246.0,Dr. Pari Varma,SCOPE,4.6,0,0,0,0,1,0,1,0,0,0,0
247.0,Dr. Rohan Joshi,SELECT,3.1,1,0,0,0,0,0,0,0,0,0,1
248.0,Dr. Aisha Mehta,SCOPE,4.4,0,1,0,0,0,1,0,1,0,0,0
249.0,Dr. Aryan Ali,SENSE,3.5,0,0,0,1,0,0,0,0,0,1,0
250.0,Dr. Eva Khan,SCOPE,4.7,0,0,1,0,1,0,0,0,0,0,0
251.0,Dr. Advik Desai,SELECT,3.6,1,0,0,0,0,0,0,0,1,0,0
252.0,Dr. Anvi Shah,SCOPE,4.1,0,0,0,0,0,1,1,0,0,0,0
253.0,Dr. Veer Verma,SENSE,3.9,0,0,0,1,0,0,0,0,1,0,0
254.0,Dr. Zara Jain,SCOPE,4.5,0,0,1,0,0,0,0,1,0,0,0
255.0,Dr. Sai Sharma,SELECT,3.2,0,0,0,0,0,0,0,0,0,1,1
256.0,Dr. Shanaya Gupta,SCOPE,4.6,0,0,0,0,1,1,0,0,0,0,0
257.0,Dr. Zayan Patel,SENSE,3.7,1,0,0,0,0,0,0,0,1,0,0
258.0,Dr. Aadhya Kumar,SCOPE,4.3,0,1,0,0,0,0,0,1,0,0,0
259.0,Dr. Dhruv Reddy,SELECT,3.4,0,0,0,1,0,0,0,0,0,0,1
260.0,Dr. Ira Rao,SCOPE,4.8,0,0,1,0,0,0,1,0,0,0,0
261.0,Dr. Aarush Nair,SENSE,3.5,0,0,0,0,0,0,0,0,1,1,0
262.0,Dr. Riya Menon,SCOPE,4.2,0,0,0,0,1,1,0,0,0,0,0
263.0,Dr. Ishan Iyer,SELECT,3.1,1,0,0,0,0,0,0,0,0,0,1
264.0,Dr. Nia Pillai,SCOPE,4.5,0,0,1,0,0,0,0,1,0,0,0
265.0,Dr. Om Varma,SENSE,3.8,0,0,0,1,0,0,0,0,1,0,0
266.0,Dr. Anahita Joshi,SCOPE,4.6,0,1,0,0,0,0,1,0,0,0,0
267.0,Dr. Yuvraj Mehta,SELECT,3.3,1,0,0,0,0,0,0,0,0,1,0
268.0,Dr. Samaira Ali,SCOPE,4.4,0,0,0,0,1,0,0,1,0,0,0
269.0,Dr. Atharv Khan,SENSE,3.6,0,0,0,0,0,0,0,0,1,0,1
270.0,Dr. Alisha Desai,SCOPE,4.7,0,0,1,0,0,1,0,0,0,0,0
271.0,Dr. Shaurya Shah,SELECT,3.5,1,0,0,1,0,0,0,0,0,0,0
272.0,Dr. Amaira Verma,SCOPE,4.1,0,1,0,0,0,0,1,0,0,0,0
273.0,Dr. Yuvaan Jain,SENSE,3.9,0,0,0,0,0,0,0,0,1,1,0
274.0,Dr. Saanvi Sharma,SCOPE,4.5,0,0,0,0,1,0,0,1,0,0,0
275.0,Dr. Armaan Gupta,SELECT,3.2,1,0,0,0,0,0,0,0,0,0,1
276.0,Dr. Keya Patel,SCOPE,4.6,0,0,1,0,0,1,0,0,0,0,0
277.0,Dr. Vivaan Kumar,SENSE,3.7,0,0,0,1,0,0,0,0,1,0,0
278.0,Dr. Aarya Reddy,SCOPE,4.3,0,1,0,0,0,0,0,1,0,0,0
279.0,Dr. Abeer Rao,SELECT,3.4,1,0,0,0,0,0,0,0,0,1,0
280.0,Dr. Myra Nair,SCOPE,4.8,0,0,1,0,1,0,1,0,0,0,0
281.0,Dr. Neil Menon,SENSE,3.6,0,0,0,0,0,0,0,0,1,0,1
282.0,Dr. Pehel Iyer,SCOPE,4.2,0,1,0,0,0,1,0,0,0,0,0
283.0,Dr. Ekansh Pillai,SELECT,3.3,1,0,0,1,0,0,0,0,0,0,0
284.0,Dr. Ananya Varma,SCOPE,4.5,0,0,1,0,0,0,0,1,0,0,0
285.0,Dr. Ishaan Joshi,SENSE,3.8,0,0,0,0,0,0,0,0,1,1,0
286.0,Dr. Siya Mehta,SCOPE,4.6,0,0,0,0,1,0,1,0,0,0,0
287.0,Dr. Reyansh Ali,SELECT,3.1,1,0,0,0,0,0,0,0,0,0,1
288.0,Dr. Kiara Khan,SCOPE,4.4,0,1,0,0,0,1,0,1,0,0,0
289.0,Dr. Vihaan Desai,SENSE,3.5,0,0,0,1,0,0,0,0,0,1,0
290.0,Dr. Tara Shah,SCOPE,4.7,0,0,1,0,1,0,0,0,0,0,0
291.0,Dr. Muhammad Verma,SELECT,3.6,1,0,0,0,0,0,0,0,1,0,0
292.0,Dr. Zoe Jain,SCOPE,4.1,0,0,0,0,0,1,1,0,0,0,0
293.0,Dr. Kabir Sharma,SENSE,3.9,0,0,0,1,0,0,0,0,1,0,0
294.0,Dr. Anika Gupta,SCOPE,4.5,0,0,1,0,0,0,0,1,0,0,0
295.0,Dr. Ayaan Patel,SELECT,3.2,0,0,0,0,0,0,0,0,0,1,1
296.0,Dr. Navya Kumar,SCOPE,4.6,0,0,0,0,1,1,0,0,0,0,0
297.0,Dr. Krish Reddy,SENSE,3.7,1,0,0,0,0,0,0,0,1,0,0
298.0,Dr. Pari Rao,SCOPE,4.3,0,1,0,0,0,0,0,1,0,0,0
299.0,Dr. Rohan Nair,SELECT,3.4,0,0,0,1,0,0,0,0,0,0,1
300.0,Dr. Aisha Menon,SCOPE,4.8,0,0,1,0,0,0,1,0,0,0,0
301.0,Dr. Aarav Iyer,SENSE,3.5,0,0,0,0,0,0,0,0,1,1,0
302.0,Dr. Aanya Pillai,SCOPE,4.2,0,0,0,0,1,1,0,0,0,0,0
303.0,Dr. Vivaan Varma,SELECT,3.1,1,0,0,0,0,0,0,0,0,0,1
304.0,Dr. Diya Joshi,SCOPE,4.5,0,0,1,0,0,0,0,1,0,0,0
305.0,Dr. Aditya Mehta,SENSE,3.8,0,0,0,1,0,0,0,0,1,0,0
306.0,Dr. Ananya Ali,SCOPE,4.6,0,1,0,0,0,0,1,0,0,0,0
307.0,Dr. Ishaan Khan,SELECT,3.3,1,0,0,0,0,0,0,0,0,1,0
308.0,Dr. Myra Desai,SCOPE,4.4,0,0,0,0,1,0,0,1,0,0,0
309.0,Dr. Arjun Shah,SENSE,3.6,0,0,0,0,0,0,0,0,1,0,1
310.0,Dr. Siya Verma,SCOPE,4.7,0,0,1,0,0,1,0,0,0,0,0
311.0,Dr. Reyansh Jain,SELECT,3.5,1,0,0,1,0,0,0,0,0,0,0
312.0,Dr. Kiara Sharma,SCOPE,4.1,0,1,0,0,0,0,1,0,0,0,0
313.0,Dr. Vihaan Gupta,SENSE,3.9,0,0,0,0,0,0,0,0,1,1,0
314.0,Dr. Tara Patel,SCOPE,4.5,0,0,0,0,1,0,0,1,0,0,0
315.0,Dr. Muhammad Kumar,SELECT,3.2,1,0,0,0,0,0,0,0,0,0,1
316.0,Dr. Zoe Reddy,SCOPE,4.6,0,0,1,0,0,1,0,0,0,0,0
317.0,Dr. Kabir Rao,SENSE,3.7,0,0,0,1,0,0,0,0,1,0,0
318.0,Dr. Anika Nair,SCOPE,4.3,0,1,0,0,0,0,0,1,0,0,0
319.0,Dr. Ayaan Menon,SELECT,3.4,1,0,0,0,0,0,0,0,0,1,0
320.0,Dr. Navya Iyer,SCOPE,4.8,0,0,1,0,1,0,1,0,0,0,0
321.0,Dr. Krish Pillai,SENSE,3.6,0,0,0,0,0,0,0,0,1,0,1
322.0,Dr. Pari Varma,SCOPE,4.2,0,1,0,0,0,1,0,0,0,0,0
323.0,Dr. Rohan Joshi,SELECT,3.3,1,0,0,1,0,0,0,0,0,0,0
324.0,Dr. Aisha Mehta,SCOPE,4.5,0,0,1,0,0,0,0,1,0,0,0
325.0,Dr. Aryan Ali,SENSE,3.8,0,0,0,0,0,0,0,0,1,1,0
326.0,Dr. Eva Khan,SCOPE,4.6,0,0,0,0,1,0,1,0,0,0,0
327.0,Dr. Advik Desai,SELECT,3.1,1,0,0,0,0,0,0,0,0,0,1
328.0,Dr. Anvi Shah,SCOPE,4.4,0,1,0,0,0,1,0,1,0,0,0
329.0,Dr. Veer Verma,SENSE,3.5,0,0,0,1,0,0,0,0,0,1,0
330.0,Dr. Zara Jain,SCOPE,4.7,0,0,1,0,1,0,0,0,0,0,0
331.0,Dr. Sai Sharma,SELECT,3.6,1,0,0,0,0,0,0,0,1,0,0
332.0,Dr. Shanaya Gupta,SCOPE,4.1,0,0,0,0,0,1,1,0,0,0,0
333.0,Dr. Zayan Patel,SENSE,3.9,0,0,0,1,0,0,0,0,1,0,0
334.0,Dr. Aadhya Kumar,SCOPE,4.5,0,0,1,0,0,0,0,1,0,0,0
335.0,Dr. Dhruv Reddy,SELECT,3.2,0,0,0,0,0,0,0,0,0,1,1
336.0,Dr. Ira Rao,SCOPE,4.6,0,0,0,0,1,1,0,0,0,0,0
337.0,Dr. Aarush Nair,SENSE,3.7,1,0,0,0,0,0,0,0,1,0,0
338.0,Dr. Riya Menon,SCOPE,4.3,0,1,0,0,0,0,0,1,0,0,0
339.0,Dr. Ishan Iyer,SELECT,3.4,0,0,0,1,0,0,0,0,0,0,1
340.0,Dr. Nia Pillai,SCOPE,4.8,0,0,1,0,0,0,1,0,0,0,0
341.0,Dr. Om Varma,SENSE,3.5,0,0,0,0,0,0,0,0,1,1,0
342.0,Dr. Anahita Joshi,SCOPE,4.2,0,0,0,0,1,1,0,0,0,0,0
343.0,Dr. Yuvraj Mehta,SELECT,3.1,1,0,0,0,0,0,0,0,0,0,1
344.0,Dr. Samaira Ali,SCOPE,4.5,0,0,1,0,0,0,0,1,0,0,0
345.0,Dr. Atharv Khan,SENSE,3.8,0,0,0,1,0,0,0,0,1,0,0
346.0,Dr. Alisha Desai,SCOPE,4.6,0,1,0,0,0,0,1,0,0,0,0
347.0,Dr. Shaurya Shah,SELECT,3.3,1,0,0,0,0,0,0,0,0,1,0
348.0,Dr. Amaira Verma,SCOPE,4.4,0,0,0,0,1,0,0,1,0,0,0
349.0,Dr. Yuvaan Jain,SENSE,3.6,0,0,0,0,0,0,0,0,1,0,1
350.0,Dr. Saanvi Sharma,SCOPE,4.7,0,0,1,0,0,1,0,0,0,0,0
351.0,Dr. Armaan Gupta,SELECT,3.5,1,0,0,1,0,0,0,0,0,0,0
352.0,Dr. Keya Patel,SCOPE,4.1,0,1,0,0,0,0,1,0,0,0,0
353.0,Dr. Vivaan Kumar,SENSE,3.9,0,0,0,0,0,0,0,0,1,1,0
354.0,Dr. Aarya Reddy,SCOPE,4.5,0,0,0,0,1,0,0,1,0,0,0
355.0,Dr. Abeer Rao,SELECT,3.2,1,0,0,0,0,0,0,0,0,0,1
356.0,Dr. Myra Nair,SCOPE,4.6,0,0,1,0,0,1,0,0,0,0,0
357.0,Dr. Neil Menon,SENSE,3.7,0,0,0,1,0,0,0,0,1,0,0
358.0,Dr. Pehel Iyer,SCOPE,4.3,0,1,0,0,0,0,0,1,0,0,0
359.0,Dr. Ekansh Pillai,SELECT,3.4,1,0,0,0,0,0,0,0,0,1,0
360.0,Dr. Ananya Varma,SCOPE,4.8,0,0,1,0,1,0,1,0,0,0,0
361.0,Dr. Ishaan Joshi,SENSE,3.6,0,0,0,0,0,0,0,0,1,0,1
362.0,Dr. Siya Mehta,SCOPE,4.2,0,1,0,0,0,1,0,0,0,0,0
363.0,Dr. Reyansh Ali,SELECT,3.3,1,0,0,1,0,0,0,0,0,0,0
364.0,Dr. Kiara Khan,SCOPE,4.5,0,0,1,0,0,0,0,1,0,0,0
365.0,Dr. Vihaan Desai,SENSE,3.8,0,0,0,0,0,0,0,0,1,1,0
366.0,Dr. Tara Shah,SCOPE,4.6,0,0,0,0,1,0,1,0,0,0,0
367.0,Dr. Muhammad Verma,SELECT,3.1,1,0,0,0,0,0,0,0,0,0,1
368.0,Dr. Zoe Jain,SCOPE,4.4,0,1,0,0,0,1,0,1,0,0,0
369.0,Dr. Kabir Sharma,SENSE,3.5,0,0,0,1,0,0,0,0,0,1,0
370.0,Dr. Anika Gupta,SCOPE,4.7,0,0,1,0,1,0,0,0,0,0,0
371.0,Dr. Ayaan Patel,SELECT,3.6,1,0,0,0,0,0,0,0,1,0,0
372.0,Dr. Navya Kumar,SCOPE,4.1,0,0,0,0,0,1,1,0,0,0,0
373.0,Dr. Krish Reddy,SENSE,3.9,0,0,0,1,0,0,0,0,1,0,0
374.0,Dr. Pari Rao,SCOPE,4.5,0,0,1,0,0,0,0,1,0,0,0
375.0,Dr. Rohan Nair,SELECT,3.2,0,0,0,0,0,0,0,0,0,1,1
376.0,Dr. Aisha Menon,SCOPE,4.6,0,0,0,0,1,1,0,0,0,0,0
377.0,Dr. Aarav Iyer,SENSE,3.7,1,0,0,0,0,0,0,0,1,0,0
378.0,Dr. Aanya Pillai,SCOPE,4.3,0,1,0,0,0,0,0,1,0,0,0
379.0,Dr. Vivaan Varma,SELECT,3.4,0,0,0,1,0,0,0,0,0,0,1
380.0,Dr. Diya Joshi,SCOPE,4.8,0,0,1,0,0,0,1,0,0,0,0
381.0,Dr. Aditya Mehta,SENSE,3.5,0,0,0,0,0,0,0,0,1,1,0
382.0,Dr. Ananya Ali,SCOPE,4.2,0,0,0,0,1,1,0,0,0,0,0
383.0,Dr. Ishaan Khan,SELECT,3.1,1,0,0,0,0,0,0,0,0,0,1
384.0,Dr. Myra Desai,SCOPE,4.5,0,0,1,0,0,0,0,1,0,0,0
385.0,Dr. Arjun Shah,SENSE,3.8,0,0,0,1,0,0,0,0,1,0,0
386.0,Dr. Siya Verma,SCOPE,4.6,0,1,0,0,0,0,1,0,0,0,0
387.0,Dr. Reyansh Jain,SELECT,3.3,1,0,0,0,0,0,0,0,0,1,0
388.0,Dr. Kiara Sharma,SCOPE,4.4,0,0,0,0,1,0,0,1,0,0,0
